X,Y,ENFORCEMENT_SPACE_CODE,SITE_CODE,ENFORCEMENT_TYPE,LOCATION_DESCRIPTION,SPEED_LIMIT,DEVICE_MOBILITY,CAMERA_STATUS,ACTIVE_STATUS,CAMERA_LATITUDE,CAMERA_LONGITUDE,CAMERA_EASTING,CAMERA_NORTHING,WARD,ANC,SMD,OBJECTID,GLOBALID
-8568556.10718743,4709776.90999425,ATE 0485,2501,Red Light,NY AVE W/B @ BLADENSBURG RD NE,40,Fixed,Live,Active,38.916912,-76.972649,402372.15453129,138782.16380691,5.0,5C,5C04,127655,{39A63775-CF9A-6356-E063-782F520A029D}
-8568140.9966977,4703453.31093492,ATE 0488,2705,Red Light,PENNSYLVANIA AVE SE/B @ 27TH ST SE,30,,Live,Active,38.8727,-76.96892,402697.2164574,133874.38660688,7.0,7B,7B03,127656,{39A63775-CF9B-6356-E063-782F520A029D}
-8565717.57144769,4702192.26578213,ATE 0490,2704,Red Light,PENNSYLVANIA E/B @ SOUTHERN AVE SE,25,,Live,Active,38.86388,-76.94715,404586.91930766,132896.17006786,7.0,7B,7B06,127657,{39A63775-CF9C-6356-E063-782F520A029D}
-8577496.17538694,4707099.3552332,ATE 0492,1205,Speed,POTOMAC RIVER FWY NW/B @ 25TH ST NW,40,,Live,Active,38.898195,-77.052959,395406.20266188,136705.40172711,2.0,2A,2A04,127658,{39A63775-CF9D-6356-E063-782F520A029D}
-8572636.07782055,4704541.19536613,ATE 0498,2602,Red Light,S CAPITOL RAMP S/B BEFORE I ST SW,30,,Live,Active,38.880308,-77.0093,399193.24552575,134718.5140031,6.0,6D,6D02,127659,{39A63775-CF9E-6356-E063-782F520A029D}
-8573755.50656939,4709363.14968194,ATE 0501,3202,Stop Sign,S ST E/B @ 5TH ST NW,25,,Idle,Retired,38.91402,-77.019356,398321.50217893,138460.95051152,2.0,2G,2G01,127660,{39A63775-CF9F-6356-E063-782F520A029D}
-8570059.36558408,4700895.21084463,ATE 0505,3808,Stop Sign,STANTON RD S/B @ ELVANS RD SE,25,,Live,Active,38.854807,-76.986153,401202.08894289,131887.76514571,8.0,8B,8B06,127661,{39A63775-CFA0-6356-E063-782F520A029D}
-8569666.96427435,4700736.53932117,ATE 0508,1805,Speed,SUITLAND PKWY W/B @ STANTON RD SE,35,,Live,Active,38.853697,-76.982628,401508.07816119,131764.5995564,8.0,8B,8B03,127662,{39A63775-CFA1-6356-E063-782F520A029D}
-8573535.9118942,4709416.37224158,ATE 0512,1504,Speed,UNIT BLK FLORIDA AVE NE NW/B,25,,Live,Active,38.914392,-77.017441,398487.59188523,138502.21211444,1.0,1B,1B01,127663,{39A63775-CFA2-6356-E063-782F520A029D}
-8572785.24592795,4708986.88853388,ATE 0513,1530,Speed,UNIT BLK FLORIDA AVE NW SE/B,25,,Live,Active,38.91139,-77.01064,399077.37891007,138168.87461281,5.0,5E,5E02,127664,{39A63775-CFA3-6356-E063-782F520A029D}
-8572386.61086045,4715248.51575412,ATE 0516,1558,Speed,UNIT BLK RIGGS RD NE NE/B,25,Portable,Live,Active,38.955145,-77.007059,399388.33472128,143026.0291065,5.0,5A,5A07,127665,{39A63775-CFA4-6356-E063-782F520A029D}
-8572320.70970355,4715289.02750592,ATE 0517,1557,Speed,UNIT BLK RIGGS RD NE SW/B,25,Portable,Live,Active,38.955428,-77.006467,399439.64960685,143057.44089166,4.0,4B,4B08,127666,{39A63775-CFA5-6356-E063-782F520A029D}
-8574467.61733734,4707845.74369736,ATE 0521,1211,Speed,900 BLK MASSACHUSETTS AVE NW E/B,25,Portable,Live,Active,38.903413,-77.025753,397766.37867086,137283.62400398,2.0,2C,2C04,127667,{39A63775-CFA6-6356-E063-782F520A029D}
-8579002.43946618,4712781.6131216,ATE 0522,1315,Speed,3600 BLK 34TH ST NW S/B,25,Fixed,Live,Active,38.93791,-77.06649,394235.65339177,141114.86551718,3.0,3C,3C08,127668,{39A63775-CFA7-6356-E063-782F520A029D}
-8572598.22923796,4715654.3561909,ATE 0523,1421,Speed,5600 BLK NORTH CAPITOL ST NE N/B,25,Fixed,Live,Active,38.95798,-77.00896,399223.59304063,143340.75456802,4.0,4B,4B08,127669,{39A63775-CFA8-6356-E063-782F520A029D}
-8569640.47028025,4711057.21294158,ATE 0524,1535,Speed,1500 BLK RHODE ISLAND AVE NE NE/B,25,Fixed,Live,Active,38.92586,-76.98239,401527.19147789,139775.25917395,5.0,5C,5C07,127670,{39A63775-CFA9-6356-E063-782F520A029D}
-8571029.73758684,4714665.19344482,ATE 0525,1538,Speed,5100 BLK S DAKOTA AVE NE SE/B,25,Fixed,Live,Active,38.95107,-76.99487,400444.86352075,142573.65585181,5.0,5A,5A09,127671,{39A63775-CFAA-6356-E063-782F520A029D}
-8573141.91354285,4707796.3928731,ATE 0526,1612,Speed,1000 BLK NEW JERSEY AVE NW N/B,25,Portable,Live,Active,38.903068,-77.013844,398799.35588632,137245.10217019,6.0,6E,6E03,127672,{39A63775-CFAB-6356-E063-782F520A029D}
-8563191.95481966,4708013.538503,ATE 0527,1733,Speed,1000 BLK EASTERN AVE NE SE/B,25,Portable,Live,Active,38.904586,-76.924462,406552.22077871,137416.23198421,7.0,7C,7C04,127673,{39A63775-CFAC-6356-E063-782F520A029D}
-8567256.00679857,4703762.16213361,ATE 0528,1734,Speed,1200 BLK BRANCH AVE SE N/B,25,Fixed,Live,Active,38.87486,-76.96097,403386.99139707,134114.42764894,7.0,7B,7B07,127674,{39A63775-CFAD-6356-E063-782F520A029D}
-8563933.12001338,4708759.85106608,ATE 0529,1736,Speed,1400 BLK EASTERN AVE NE SE/B,25,Portable,Live,Active,38.909803,-76.93112,405974.28059682,137994.90447999,7.0,7C,7C07,127675,{39A63775-CFAE-6356-E063-782F520A029D}
-8564121.80652938,4708976.01586202,ATE 0530,1737,Speed,1600 BLK EASTERN AVE NE NW/B,25,Portable,Live,Active,38.911314,-76.932815,405827.14658035,138162.52827641,7.0,7C,7C07,127676,{39A63775-CFAF-6356-E063-782F520A029D}
-8564197.1698594,4709028.23372917,ATE 0531,1738,Speed,1600 BLK EASTERN AVE NE SE/B,25,Portable,Live,Active,38.911679,-76.933492,405768.4008074,138203.00327342,7.0,7C,7C07,127677,{39A63775-CFB0-6356-E063-782F520A029D}
-8568309.08912288,4703531.95274989,ATE 0532,1741,Speed,2500 BLK PENNSYLVANIA AVE SE SE/B,25,Fixed,Live,Active,38.87325,-76.97043,402566.16335282,133935.39718633,7.0,7B,7B03,127678,{39A63775-CFB1-6356-E063-782F520A029D}
-8568054.16752383,4701551.79470321,ATE 0533,1742,Speed,2700 BLK NAYLOR ROAD SE N/B,25,Fixed,Live,Active,38.8594,-76.96814,402765.41778323,132398.01243337,7.0,7B,7B02,127679,{39A63775-CFB2-6356-E063-782F520A029D}
-8568058.06370812,4701405.26409202,ATE 0534,1743,Speed,2700 BLK NAYLOR ROAD SE S/B,25,Portable,Live,Active,38.858375,-76.968175,402762.41968514,132284.22899618,8.0,8B,8B02,127680,{39A63775-CFB3-6356-E063-782F520A029D}
-8566064.88829691,4706479.31392224,ATE 0536,1748,Speed,3900 BLK MINNESOTA AVE NE SW/B,25,Fixed,Live,Active,38.89386,-76.95027,404314.32863003,136224.02475197,7.0,7F,7F01,127681,{39A63775-CFB4-6356-E063-782F520A029D}
-8565319.2702698,4706402.93767019,ATE 0537,1749,Speed,4100 BLK BENNING RD NE NW/B,30,Portable,Live,Active,38.893326,-76.943572,404895.42546881,136165.08440281,7.0,7F,7F01,127682,{39A63775-CFB5-6356-E063-782F520A029D}
-8565542.79985153,4707274.57571011,ATE 0538,1750,Speed,4100 BLK MINNESOTA AVE NE NE/B,25,Fixed,Live,Active,38.89942,-76.94558,404720.82430195,136841.46079868,7.0,7C,7C09,127683,{39A63775-CFB6-6356-E063-782F520A029D}
-8565431.48033894,4707430.48869375,ATE 0539,1751,Speed,4100 BLK MINNESOTA AVE NE SW/B,25,Fixed,Live,Active,38.90051,-76.94458,404807.4953846,136962.51167266,7.0,7D,7D03,127684,{39A63775-CFB7-6356-E063-782F520A029D}
-8572296.21935942,4696568.93606193,ATE 0541,1824,Speed,4500 BLK SOUTH CAPITOL ST SE N/B,25,Portable,Live,Active,38.824536,-77.006247,399457.72379599,128527.40403194,8.0,8D,8D06,127685,{39A63775-CFB8-6356-E063-782F520A029D}
-8572212.39579013,4696427.62108483,ATE 0542,1825,Speed,4600 BLK SOUTH CAPITOL ST SW S/B,30,Portable,Live,Active,38.823547,-77.005494,399523.10440183,128417.61431759,8.0,8D,8D04,127686,{39A63775-CFB9-6356-E063-782F520A029D}
-8571080.38789908,4696773.55341241,ATE 0543,1826,Speed,700 BLK SOUTHERN AVE SE SW/B,30,Portable,Live,Active,38.825968,-76.995325,400406.13420858,128686.35729862,8.0,8E,8E08,127687,{39A63775-CFBA-6356-E063-782F520A029D}
-8570375.30548299,4697476.56519143,ATE 0544,1827,Speed,900 BLK SOUTHERN AVE SE NE/B,30,Fixed,Live,Active,38.83088,-76.988989,400956.06217029,129232.53061177,8.0,8E,8E08,127688,{39A63775-CFBB-6356-E063-782F520A029D}
-8562227.7053566,4705605.45582705,ATE 0545,1757,Speed,5900 BLK SOUTHERN AVE SE NE/B,25,Fixed,Live,Active,38.88775,-76.9158,407305.27115566,135547.96080168,,,,127689,{39A63775-CFBC-6356-E063-782F520A029D}
-8577204.62973212,4708101.37074721,ATE 0547,1214,Speed,2300 BLK M ST NW W/B,25,,Live,Active,38.9052,-77.05034,395633.81933118,137482.88429482,2.0,2A,2A06,127690,{39A63775-CFBD-6356-E063-782F520A029D}
-8575918.88962166,4708297.35105908,ATE 0548,1540,Speed,1700 BLK RHODE ISLAND AVE NW W/B,25,Fixed,Live,Active,38.90657,-77.03879,396635.70223601,137634.4763058,2.0,2B,2B05,127691,{39A63775-CFBE-6356-E063-782F520A029D}
-8569663.84744134,4707510.59158641,ATE 0549,1541,Speed,800 BLK BLADENSBURG RD NE N/B,25,Fixed,Live,Active,38.90107,-76.9826,401509.50633713,137023.36084593,5.0,5D,5D07,127692,{39A63775-CFBF-6356-E063-782F520A029D}
-8567743.58613485,4710914.12235023,ATE 0551,1561,Speed,2700 BLK BLADENSBURG RD NE N/B,25,Fixed,Live,Active,38.92486,-76.96535,403004.81285898,139664.67357658,5.0,5C,5C04,127693,{39A63775-CFC0-6356-E063-782F520A029D}
-8567819.28346292,4710879.78090465,ATE 0552,1562,Speed,2700 BLK BLADENSBURG RD NE S/B,25,Fixed,Live,Active,38.92462,-76.96603,402945.85751701,139638.00937922,5.0,5C,5C02,127694,{39A63775-CFC1-6356-E063-782F520A029D}
-8569640.47029371,4709717.96391446,ATE 0553,1545,Speed,1500 BLK NEW YORK AVE NE NE/B,35,Fixed,Live,Active,38.9165,-76.98239,401527.39189073,138736.22036281,5.0,5D,5D02,127695,{39A63775-CFC2-6356-E063-782F520A029D}
-8569672.75291571,4709735.13267149,ATE 0554,1546,Speed,1500 BLK NEW YORK AVE NE SW/B,35,Fixed,Live,Active,38.91662,-76.98268,401502.2394671,138749.53655079,5.0,5D,5D02,127696,{39A63775-CFC3-6356-E063-782F520A029D}
-8570064.70890512,4708867.28910619,ATE 0555,2508,Red Light,MT. OLIVET RD SE/B @ W. VIRGINIA AVE NE,25,,Live,Active,38.910554,-76.986201,401196.98731755,138076.10837477,5.0,5D,5D05,127697,{39A63775-CFC4-6356-E063-782F520A029D}
