Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult,2024,12/23/2024,4,5af45b3c755acc0afe41459ee4e683bd2eb28933,2a901e8bc36dd017f00a3ee6706ff7390dafde93,35,,,BLACK,NOT HISPANIC,MALE,Homicide,Murder II,702,7D,402400,131800,38.854,-76.972,704,7D,402700,131100,38.848,-76.969
Adult,2024,12/23/2024,6,e151ba53db06f04d05174f20fa77632dd49ca913,0248cbeffd0f7f181cdea63208a90c92a5651e4d,35,607,6D,BLACK,NOT HISPANIC,FEMALE,Other Crimes,Unlawful Entry,607,6D,402200,133100,38.866,-76.975,607,6D,402200,133100,38.866,-76.975
Adult,2024,12/23/2024,19,667ed707c27bdb2789acb7ca7e3fa43255c033f1,e59af53c52fd40180d28edd28c39aa15c287280c,35,,,UNKNOWN,HISPANIC,MALE,Traffic Violations,No Permit,708,7D,399800,128200,38.822,-77.003,708,7D,399800,128200,38.822,-77.003
Adult,2024,12/23/2024,5,23898ab523e8138d9cc30ab13b607d9156f8686d,61be597f30d7eab1ce3ef51d0cb1bea2f49638e8,34,,,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,305,3D,,,38.919,-77.022,305,3D,398100,139000,38.919,-77.022
Adult,2024,12/23/2024,16,ba54c3d8e2df7ae33b4187de6ef6a4b96d571935,fb27a019e3fae846428a40615587564928fbf01c,34,604,6D,OTHER,HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",602,6D,1239000,419000,41.026,-67.011,602,6D,406600,137400,38.904,-76.924
Adult,2024,12/23/2024,16,580b0b3eba2aaa2c12fa397ee2af5038362cb162,4827417748a831f9890bc18752eb8ea29f8a26d3,34,,,BLACK,NOT HISPANIC,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),703,7D,400900,132100,38.857,-76.99,703,7D,400900,132100,38.857,-76.99
Adult,2024,12/23/2024,13,5cdd7daf14b5a666cb44ddac7fda8e2f35e54761,30ea89e1b1a3c75e620758c9a604fa04dedf5fb9,33,708,7D,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),507,5D,401700,136900,38.9,-76.98,507,5D,401700,136900,38.9,-76.98
Adult,2024,12/23/2024,8,a3edbfb44f9167f278b4e24afefc2d81536d63d6,0898d0ff31244d4a18b6006103cf44ac01edb1a5,33,704,7D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,608,6D,406600,137000,38.901,-76.924,608,6D,406600,137000,38.901,-76.924
Adult,2024,12/23/2024,17,1bb27ab68a25439f6da9fcb6ea1d0e6587eb5893,a0ad00fd148e05cdcd8344067185e6db37ec48b8,33,,,WHITE,HISPANIC,MALE,Other Crimes,Unlawful Entry,402,4D,397600,143800,38.962,-77.028,402,4D,397600,143800,38.962,-77.028
Adult,2024,12/23/2024,18,8fd21c62d90b8522dfa53ecc87db1d899da3078f,b22e32f28c44471c0195a590b8a6b648a6ca0a11,33,506,5D,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of A Controlled Substance,506,5D,401300,138000,38.91,-76.985,506,5D,401300,138000,38.91,-76.985
Adult,2024,12/23/2024,10,5f8417c0e8afaf470cd51486312696c6aa7a3343,8a0d1ea283322d346db3bd6c2105d3e404d1095d,33,704,7D,BLACK,NOT HISPANIC,MALE,Theft,Theft First Degree (theft From Building),105,1D,398900,134300,38.877,-77.013,101,1D,398100,136800,38.899,-77.022
Adult,2024,12/23/2024,10,0bdab46bcf3806d2b64060539af44328106a3d22,59e4c7f5f54d41120522ca594d7b1e00c4ecad1e,32,605,6D,BLACK,NOT HISPANIC,MALE,Aggravated Assault,Felony Strangulation,605,6D,404400,133100,38.866,-76.95,605,6D,404400,133100,38.866,-76.95
Adult,2024,12/23/2024,1,f05c35e818ba59bd60ec92ad490f9509aafecf09,4a4899fee66d93ffeb03bcdd8260b05aec78ef2b,32,703,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Leaving After Colliding- Property Damage,708,7D,1216500,391100,40.798,-67.312,708,7D,399100,128300,38.822,-77.01
Adult,2024,12/23/2024,11,83aef2279b08d65baee70dd951ebc95cdb8d76b7,39a6a87802d0adf3776831bf09426a1a09984960,31,404,4D,OTHER,HISPANIC,FEMALE,Theft,Theft (Second Degree),302,3D,397100,140200,38.929,-77.033,302,3D,397100,140200,38.929,-77.033
Adult,2024,12/23/2024,10,5bca35f03b535b0bcb31d3f8af26ad553cb2d732,368f456b125cc6b6f905a1f04fb340aa2da44bda,30,308,3D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,104,1D,401300,136900,38.9,-76.985,507,5D,401600,136900,38.9,-76.982
Adult,2024,12/23/2024,18,8fd21c62d90b8522dfa53ecc87db1d899da3078f,48fd4abea1e6c560dd46eef04de24dc9e2d9d631,30,604,6D,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of A Controlled Substance,506,5D,401300,138000,38.91,-76.985,506,5D,401300,138000,38.91,-76.985
Adult,2024,12/23/2024,10,e81faf1107a8304f94b8bc2369797325be4fca9a,d058cc59e0899bb75119a8e2b458529263d0da50,30,409,4D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,408,4D,397000,141000,38.937,-77.034,408,4D,397000,141000,38.937,-77.034
Adult,2024,12/23/2024,22,9ae29f59996582f7fc09389ac8add9303e91014e,11b470508005e40b9865a5456515ea635f7be579,30,708,7D,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,707,7D,399500,130000,38.838,-77.006,207,2D,395600,137100,38.901,-77.051
Adult,2024,12/23/2024,18,edfad39ae8a46a20f101aca43a18f0c8acf22d1c,9a8778927c8c36cd37a841cffb88aa9487f60573,30,,,WHITE,NOT HISPANIC,FEMALE,Theft,Theft Second Degree - Felony (all Other Larceny),302,3D,397100,140200,38.929,-77.033,302,3D,397100,140200,38.929,-77.033
Adult,2024,12/23/2024,18,994b3c98481bf6bc0cecf1ebc90713e267c7d3f8,cba2acdbb6f9cdac5c29df64bcacdf5cb207a03d,29,,,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,708,7D,1218500,390900,40.794,-67.289,708,7D,399800,128200,38.822,-77.003
Adult,2024,12/23/2024,9,67773ca67b53ab6f25686a24babfe9d47e34a69b,d4bd74ae88f284d8b15bf06db4031d99a9efabcd,29,507,5D,BLACK,HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",602,6D,1235700,417300,41.015,-67.052,602,6D,405400,136900,38.9,-76.938
Adult,2024,12/23/2024,18,8fd21c62d90b8522dfa53ecc87db1d899da3078f,f90844c67d03f65729ac372309a7af5e4086ad62,29,,,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of A Controlled Substance,506,5D,1223300,420500,41.055,-67.194,506,5D,401300,138000,38.91,-76.985
Adult,2024,12/23/2024,10,f1bfd219505f5fab0aced00b96bed87ad3b1f94b,7478e564a5989cfdad6914abaf85c083860dc254,28,,,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,602,6D,1235400,416800,41.01,-67.055,602,6D,405300,137000,38.901,-76.939
Adult,2024,12/23/2024,12,c26c735ee07ca4bbd86e3e76ba64824e312374cb,d10e53daff6aad2e62010da80b3664afb1eeb302,28,708,7D,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,704,7D,402800,131100,38.848,-76.968,704,7D,402800,131100,38.848,-76.968
Adult,2024,12/23/2024,14,f039147c2399158f03a4e18cd4a962e7b146b293,eb841a37348b2d2591b0f7b03f7fdb858016dac8,27,501,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,106,1D,1217100,410000,40.967,-67.281,106,1D,399300,134500,38.879,-77.008
Adult,2024,12/23/2024,15,64b27d4acd7ea60ba51bba44e389fcb737445324,9d069717fa2e17ac5c72c3ffcf0b96c2c5a56bcf,27,402,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,708,7D,399400,128300,38.823,-77.007,708,7D,399400,128300,38.823,-77.007
Adult,2024,12/23/2024,7,3f6383092861395e2a62d92bbe05595ad9b949a6,3eb3f52ab39e08cb3e55ba41119390a95a9fde7b,26,,,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,107,1D,402000,135100,38.883,-76.976,102,1D,398400,136200,38.894,-77.019
Adult,2024,12/23/2024,11,a6f99206855fae87ec02086b1165a1529ca3537b,7d5495cab652a7ee71916ef93e6426ac7cd38439,26,,,WHITE,HISPANIC,FEMALE,Traffic Violations,No Permit,603,6D,1233300,414900,40.995,-67.084,602,6D,405100,136100,38.892,-76.941
Adult,2024,12/23/2024,14,dd4b671c5e8af9ceeb37a1fedee044dbb05bf686,f1ff308cec84a46bcbdd63c0db462d4d125bbc4d,25,,,BLACK,UNKNOWN,FEMALE,Traffic Violations,No Permit,503,5D,401900,137700,38.908,-76.978,503,5D,401900,137700,38.908,-76.978
Adult,2024,12/23/2024,18,8fd21c62d90b8522dfa53ecc87db1d899da3078f,8744f602ae901065ee3b420beaee405e8514f1c6,25,607,6D,BLACK,UNKNOWN,MALE,Narcotics,Distribution Of A Controlled Substance,506,5D,1223300,420500,41.055,-67.194,506,5D,401300,138000,38.91,-76.985
Adult,2024,12/23/2024,19,219408798ff8a8734d58ebd3e052b966edb43c1d,d3cdac76723b80ed80542e27b53e1543c9dbfe6d,24,404,4D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,708,7D,399700,128300,38.822,-77.004,708,7D,399700,128300,38.822,-77.004
Adult,2024,12/23/2024,15,245d089424c780a1597d27fbc63f2f853c6c6a5c,4d7a4b39b46967631d709f48b0039b6bb7bdc15d,24,,,BLACK,UNKNOWN,MALE,Traffic Violations,Permit Suspended-oas,704,7D,401900,131500,38.851,-76.978,704,7D,401900,131500,38.851,-76.978
Adult,2024,12/23/2024,10,ede1953b20e59160184835960af0dfc9f4604a89,03aeaccf95fc9368fd4dab0a0f45be4bd76bcf3f,23,707,7D,BLACK,UNKNOWN,FEMALE,Traffic Violations,No Permit,602,6D,,,,,602,6D,404900,137200,38.903,-76.943
Adult,2024,12/23/2024,16,94ff993c2cdbf6cf7f8112bc33cc71965cf06ddd,a3444971f2f8af80a2117c706d0dded77a2301df,22,107,1D,BLACK,NOT HISPANIC,MALE,Disorderly Conduct,Affray,706,7D,400000,128800,38.827,-77,706,7D,400000,128800,38.827,-77
Adult,2024,12/23/2024,0,d2e6d7be9a0e6e742a74ac99fcdfe20a31d2e160,145b2091139057b74a1bc80741571c2ac3ba3332,21,203,2D,WHITE,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",503,5D,1226600,423300,41.077,-67.152,503,5D,402400,138800,38.917,-76.972
Adult,2024,12/23/2024,6,97165b01727f33f51d140998535cf24957947f01,6f938a0241bee15cdb804074430492dd6936c139,20,701,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,606,6D,402400,132800,38.863,-76.972,606,6D,402400,132800,38.863,-76.972
Adult,2024,12/23/2024,18,bda07b791bd2cefd529776698564d0fc99a4e42b,d75a41b872fd7267bfc9f154266544bbb0e65467,20,106,1D,BLACK,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",708,7D,399700,128300,38.822,-77.004,708,7D,399700,128300,38.822,-77.004
Adult,2024,12/24/2024,0,b73892b8717a2b562e923df2bcfa65c74e3ed9ba,2695f03016b254a8036378104ec7162af556b87b,70,703,7D,UNKNOWN,UNKNOWN,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,703,7D,400200,132200,38.858,-76.997,703,7D,400200,132200,38.858,-76.997
Adult,2024,12/24/2024,10,51b2262056068211b38858dc7d66232956522345,3264ac6724803c33eb69fc9f27cae31ba7320144,63,604,6D,BLACK,UNKNOWN,MALE,Narcotics,Poss Of A Controlled Substance -felony,604,6D,406100,134500,38.878,-76.93,604,6D,406100,134500,38.878,-76.93
Adult,2024,12/24/2024,10,8cef43865461e43d9a71cb7488089278af7d497b,2e488ab40eeb289a49f3ed4dde362593f03bef8b,61,602,6D,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),608,6D,405400,135800,38.89,-76.937,608,6D,405400,135800,38.89,-76.937
Adult,2024,12/24/2024,4,a85d6fecb4929575312b40b38d4be11586944cc6,d1cf9699ce0e917579b7bb4aca6c754c70625c72,59,,,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,607,6D,,,38.867,-76.983,607,6D,,,38.867,-76.983
Adult,2024,12/24/2024,15,7d81a37a8b2ea936b01d4e74a95ba097b9740a61,35056c42d723aa60d318a9fb1dadbbda02d02581,52,105,1D,BLACK,HISPANIC,MALE,Theft,Theft (Second Degree),105,1D,398800,133700,38.871,-77.013,106,1D,399400,134200,38.875,-77.007
Adult,2024,12/24/2024,9,11d19f5eeebeda4ba461434ee30fcc23f90430f2,323508cbec6bcf6e338a4b87940223aae14f4115,50,702,7D,BLACK,UNKNOWN,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",601,6D,1231200,416200,41.009,-67.106,601,6D,403900,136600,38.897,-76.954
Adult,2024,12/24/2024,19,569321901596427f13b9c925166893433f7eb0aa,65737bbce943c16c0cb2690fd838a903676834a2,49,405,4D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,405,4D,399600,140100,38.929,-77.005,405,4D,399600,140100,38.929,-77.005
Adult,2024,12/24/2024,16,cc378d8ca8b46a660ffe17d91716ddc52354c55a,1d7c8073e26ea574a8b3aadc7643651730076827,47,,,BLACK,UNKNOWN,MALE,Release Violations,Failure To Appear (USAO),308,3D,1213900,421800,41.075,-67.304,308,3D,398200,138400,38.913,-77.02
Adult,2024,12/24/2024,14,863b867420a3d7729df448b1a8e0542cf42fd584,e8d9f35a3f7f87e65fffd2ea5d7ace18b18c040e,45,205,2D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,205,2D,1196000,420400,41.08,-67.517,205,2D,392400,137900,38.909,-77.088
Adult,2024,12/24/2024,18,5bbc666aa29570d689b28bf8b513d3a21429d929,acfe05302ec1335311949f0a554af081f0e74ffd,45,,,WHITE,HISPANIC,MALE,Theft,Theft (Second Degree),209,2D,397500,136700,38.899,-77.028,209,2D,397500,136700,38.899,-77.028
Adult,2024,12/24/2024,23,d500222ca88a210564c9e3fe8f130f1c58506b13,e453e39301b38bad3acf53bddba748468e9bd1b0,44,401,4D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving While Intoxicated (DWI),201,2D,394700,144000,38.964,-77.062,201,2D,394700,144000,38.964,-77.062
Adult,2024,12/24/2024,10,99d6389017eb15cd2465e964939c3c3b8c4f7d10,9d77489646834040301f052a85cb7b9a53ebff5b,44,506,5D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",507,5D,1224700,417100,41.023,-67.182,507,5D,401500,136500,38.896,-76.983
Adult,2024,12/24/2024,10,2d20996c5d59661d903ba8ac181d7545ec06494e,e6eefe0a26574b4884cf275638a02fa060b34374,44,602,6D,BLACK,UNKNOWN,MALE,Narcotics,Consumption of marijuana in public space prohibited,507,5D,401700,136800,38.899,-76.98,507,5D,401700,136800,38.899,-76.98
Adult,2024,12/24/2024,12,7e27ad4f6955160d7479d559d54291b9b8b95cbc,3b899eac0406a51705323754176d3e4a4612af17,44,104,1D,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,503,5D,402300,138600,38.915,-76.974,503,5D,402300,138600,38.915,-76.974
Adult,2024,12/24/2024,11,e468eecaaa82b830cdbd933b2163c1e33d9a2d0a,1fb7dec3bfa6d02a9ea8c569c47ecc3deb164cbc,41,103,1D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Permit Suspended-oas,602,6D,405300,136000,38.892,-76.939,602,6D,405300,136000,38.892,-76.939
Adult,2024,12/24/2024,15,8de19e2fff2fee2bd082a6401adb84700c5030c5,6069eaa61999f962d12a4eb14620fb81355d2735,41,,,WHITE,HISPANIC,MALE,Simple Assault,Simple Assault,507,5D,1223600,417100,41.024,-67.195,507,5D,401400,136800,38.899,-76.983
Adult,2024,12/24/2024,3,0e61ec34fe4a8b325c0d95ae4c38a244366db20f,1a95fc0e2e19cecd1351b6d31b40e82808b260a9,40,607,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,607,6D,1228300,406900,40.928,-67.152,607,6D,403000,133500,38.869,-76.965
Adult,2024,12/24/2024,1,4959d1c25db4069fd4b12c7cc25ffa4fa554df1f,3651ae14b1d356933595e499e3e6e113c777e11a,39,706,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,706,7D,400800,129800,38.836,-76.99,706,7D,400800,129800,38.836,-76.99
Adult,2024,12/24/2024,8,f6fb2b4dcfdbf0e374eb62fe91c85ded712f28c6,ccd6f8aade13a8efda89081d7595fdd922a04bbf,38,505,5D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,301,3D,397100,138800,38.917,-77.034,301,3D,397100,138800,38.917,-77.034
Adult,2024,12/24/2024,9,d93816106b138732ad7ae87faf280fedfa4dfa5d,504a5035f14296d96cacfc6584734a9827f74977,38,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,603,6D,404800,136200,38.893,-76.945,603,6D,404800,136200,38.893,-76.945
Adult,2024,12/24/2024,6,f8bbb97951b39e1dbc68c8fdb6d730609ba64e15,092d9f9eb7c51a029437dbc291e63dac18f2ead7,37,,,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,601,6D,1235100,420500,41.044,-67.055,601,6D,405200,138000,38.909,-76.94
Adult,2024,12/24/2024,15,830f613ada3b4c552c7aa2d8efd379ffb518d14f,7bf2d8e575d8bf1ce991a2ea8503774e89342138,37,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,503,5D,402500,138800,38.917,-76.971,503,5D,402500,138800,38.917,-76.971
Adult,2024,12/24/2024,17,0ada8d5b6e186a5f79b8894d73a0362e706626b4,56afc862021743bba933cdfe59e595e404bb20fc,37,702,7D,BLACK,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,502,5D,399600,138200,38.911,-77.005,502,5D,399600,138200,38.911,-77.005
Adult,2024,12/24/2024,8,3f6e52889463e6bfd4ec2f6135b826fdc8945631,b298c80678cef77c5373d92a5f54b1a8e779478c,36,404,4D,WHITE,HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,402,4D,397200,144200,38.966,-77.032,402,4D,397200,144200,38.966,-77.032
Adult,2024,12/24/2024,7,b5f8a00f1b670b6dcd45cc1b7fec315574ee90b8,4eab9cb80cf4b6d937b8bc35d98cd977a025746b,35,603,6D,BLACK,NOT HISPANIC,MALE,Theft,Theft (First Degree),107,1D,402000,135100,38.883,-76.976,606,6D,403400,131900,38.855,-76.961
Adult,2024,12/24/2024,9,1f60c05fb95e58d4d10648dccb717a42548dcb77,d8a406b1fade91ab9a94d3a6b41966cc94f8cff2,33,404,4D,BLACK,HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",608,6D,1241900,416000,40.997,-66.98,608,6D,407500,136500,38.896,-76.914
Adult,2024,12/24/2024,12,a3721212e4342057041ad61ffef828696066cc43,34884529fd335aa02a80b457f0661cfe69dc957f,31,701,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,706,7D,400500,128800,38.827,-76.995,706,7D,400500,128800,38.827,-76.995
Adult,2024,12/24/2024,9,8fb647c233886aee7e5dd64dbaca082cc307e520,480ddec3b94dd5107d8cbe177aafd9ae3cee9782,30,402,4D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,402,4D,397100,143900,38.963,-77.034,402,4D,397100,143900,38.963,-77.034
Adult,2024,12/24/2024,18,54f37856475d9ffa6717e63da390b133f19809ec,f3395c05b0f545b3cf7735f9a74c6f977239869d,30,405,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,602,6D,406100,137300,38.904,-76.929,602,6D,406100,137300,38.904,-76.929
Adult,2024,12/24/2024,17,221ff36a42bda4af73706af05ad2af4422d5b276,e16cc41cfa6f2599e655f6c980e43d8e64cd673f,30,707,7D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,408,4D,397000,140600,38.933,-77.035,408,4D,397000,140600,38.933,-77.035
Adult,2024,12/24/2024,17,2207a0cbee1a1a4259d91b246e2b72b5df5e5511,17450f4063d8bb8670687ebc5a4948fb52e0c691,29,,,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,503,5D,403400,139400,38.922,-76.961,503,5D,403400,139400,38.922,-76.961
Adult,2024,12/24/2024,5,e502b5dd57b5a31e57a99e51d974769c4f8180e3,1ab6a85470ad85bdce5e29927377accc0ee0412f,29,104,1D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,104,1D,401200,136900,38.9,-76.986,104,1D,401200,136900,38.9,-76.986
Adult,2024,12/24/2024,18,073c92e5c620f530aad754be99803a5ee0533e4c,e7638c11e560f4325ae6bf2e35296abcf81b0a22,28,606,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,606,6D,402600,133100,38.866,-76.97,606,6D,402600,133100,38.866,-76.97
Adult,2024,12/24/2024,11,08853bc2a902caf7909af92d6914fff6c1e97265,202fc47c3c107b02ab73c17a638094bb75e4cea3,27,605,6D,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,602,6D,1233300,416600,41.01,-67.082,602,6D,404600,136800,38.899,-76.947
Adult,2024,12/24/2024,11,4e3a0a336d8062e48441e6063fae32ee4b39aaae,b10d6398089d978e2c2ca6ac708cdb7b841d2701,26,708,7D,BLACK,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",503,5D,403400,139300,38.922,-76.961,503,5D,403400,139300,38.922,-76.961
Adult,2024,12/24/2024,11,d99a2d1499928e9e83290e6b535e827b1cff1caa,12a624e6d082647bc6eb0ec796e5a94c0437cc9d,25,702,7D,BLACK,UNKNOWN,FEMALE,Traffic Violations,No Permit,603,6D,1232200,415100,40.998,-67.096,603,6D,404300,136200,38.893,-76.951
Adult,2024,12/24/2024,13,ba2f919100a51022af4b2ee8a85af26877f7745e,6477cd736662c8133b128fd015fe9b9d336aa679,24,306,3D,BLACK,UNKNOWN,MALE,Theft,Theft (Second Degree),207,2D,395700,137000,38.901,-77.049,207,2D,395700,137000,38.901,-77.049
Adult,2024,12/24/2024,20,d5f7e8b4143b357d2525438c7d314377b3f002f0,e4eb95bc3b1fffa79c262631449dac52828b59ec,23,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic (misd),101,1D,398600,137200,38.903,-77.016,101,1D,398600,137200,38.903,-77.016
Adult,2024,12/24/2024,21,337f9e1a0e473ab40d5424b7b8b8758175d80ce8,e12e95ad6f4621ee5d26856bb50548d07b10c613,23,,,BLACK,NOT HISPANIC,MALE,Property Crimes,Unauthorized Use Of A Vehicle,207,2D,396700,137200,38.903,-77.039,207,2D,396700,137200,38.903,-77.039
Adult,2024,12/24/2024,20,d5f7e8b4143b357d2525438c7d314377b3f002f0,5e78cafd7cf49d198b2e676e274b734665b92aaf,22,,,BLACK,UNKNOWN,MALE,Weapon Violations,Carry Pistol W/o Lic (misd),101,1D,398600,137200,38.903,-77.016,101,1D,398600,137200,38.903,-77.016
Adult,2024,12/24/2024,12,7bd2e7b4dd0e60ee12174422a392ea1b6483c64a,7c91b409c773279b1beecde98ff538cd167c28e4,21,604,6D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,604,6D,1237600,410100,40.948,-67.039,604,6D,406000,134600,38.879,-76.931
Adult,2024,12/24/2024,1,c9d33157bd2d92911b52007d47a3b93e2289c3ad,433770edb72e9c199dbc9731edc57a15f0c0f468,20,704,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,704,7D,401900,130900,38.846,-76.978,704,7D,401900,130900,38.846,-76.978
Adult,2024,12/25/2024,10,0793131b6073e019a5e0700e27b81715007512e5,25edf06c34075a09f386385e716a25938ad3b47e,70,404,4D,BLACK,UNKNOWN,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,404,4D,397100,141100,38.938,-77.034,404,4D,397100,141100,38.938,-77.034
Adult,2024,12/25/2024,19,e2231d9ae0abff5d8ef212e3d30d705201a67995,8ce3010c3ba9f02cf8e73240cb2101315e983913,68,101,1D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,502,5D,1217100,421900,41.073,-67.266,502,5D,399300,138400,38.914,-77.008
Adult,2024,12/25/2024,6,e9b7cf613a8f42b9104a12b4faa90ae887f33583,48ffc1a9b34a9ddb0768a42aa88359d5779e9998,68,,,UNKNOWN,UNKNOWN,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),209,2D,1212100,418300,41.046,-67.329,209,2D,397700,137200,38.903,-77.027
Adult,2024,12/25/2024,22,628499985c24d6b7f459d24f49e93d5201267366,d5e020294600e3ad86de31696c582c465417de2f,62,402,4D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,708,7D,398900,129000,38.829,-77.013,708,7D,398800,128900,38.828,-77.013
Adult,2024,12/25/2024,2,4f75d0201ae4c2aa631fc6f12b0937f73ba87bf1,328e8b386d58d26e9bae48ee47957c09d279998c,52,302,3D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,103,1D,398200,134600,38.879,-77.02,103,1D,398200,134600,38.879,-77.02
Adult,2024,12/25/2024,1,88d057e782bb309eb0428160a4929c35022056a9,b2d41ad02743d70bc34804d7b6f3c30d9db502b9,48,603,6D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,603,6D,403900,135700,38.889,-76.955,603,6D,403900,135700,38.889,-76.955
Adult,2024,12/25/2024,21,3ac1a5689a0094b299958be0f1ef593df392183a,f8ea9581897172cca213794e8af82edf5c7d154c,48,308,3D,WHITE,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,106,1D,399600,134500,38.878,-77.005,106,1D,399600,134500,38.878,-77.005
Adult,2024,12/25/2024,15,c8f4d1f73a95d874cb39961edd5c8053f3de447a,3b6cf07715e5d2b49a8c589a0d58918b5c01d731,42,602,6D,BLACK,NOT HISPANIC,MALE,Release Violations,Bench Warrant,701,7D,402400,132200,38.858,-76.973,701,7D,402400,132200,38.858,-76.973
Adult,2024,12/25/2024,19,e3ac77722cfd75a38800aaf7dbb53f05bb433378,255ff2ec0a68f9fac2e9fcc13b8119c22123dfe5,40,708,7D,BLACK,NOT HISPANIC,FEMALE,Damage to Property,Destruction Of Property - Misd,105,1D,398500,134400,38.878,-77.017,105,1D,398500,134400,38.878,-77.017
Adult,2024,12/25/2024,20,a008ebf6954d9eec4f8a4dac2ba5072057251f98,ee2b030f4d5f435e7a2789d9028b88da8d872eec,39,603,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threats To Do Bodily Harm -misd,505,5D,402200,139100,38.92,-76.975,505,5D,402200,139100,38.92,-76.975
