Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult,2024,6/19/2024,17,7fb7d2ec77d2e842703d45782a2dba5365fa9f3c,b278891b34f6bf0dc390f79c0aee8cd421465792,42,409,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threats To Do Bodily Harm -misd,306,3D,398100,140000,38.928,-77.022,306,3D,398100,140000,38.928,-77.022
Adult,2024,6/19/2024,1,3357569c72886216121cdd93e88c5734efd7e67c,2ba9a24e3a4edc9bceaa201cd8c7533e59336579,41,705,7D,BLACK,UNKNOWN,MALE,Release Violations,Bench Warrant,306,3D,398200,138900,38.918,-77.021,306,3D,398200,138900,38.918,-77.021
Adult,2024,6/19/2024,15,073a0fd505b17cdecf005f875bfcafcfd02ce64e,d994b4a9a2bc1dd4f511fa7d4c05f51bfa6a648a,41,,,WHITE,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),308,3D,398400,137900,38.909,-77.018,308,3D,398400,137900,38.909,-77.018
Adult,2024,6/19/2024,10,cffe5df887f73af35b6ef36d426cebf3cc7f7837,370e35c9a71c3fe9cf97a7cc9c9dec7a0261f96d,40,,,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),207,2D,395300,137300,38.903,-77.054,206,2D,395000,137500,38.906,-77.058
Adult,2024,6/19/2024,13,ffceba5a42bc3c1d8024ce9b19373591ab7604cf,5c802027c2e5b89b2040a76c35c7ab78def14a87,40,703,7D,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of A Controlled Substance,507,5D,401600,136900,38.9,-76.982,507,5D,401600,136900,38.9,-76.982
Adult,2024,6/19/2024,15,143d96ec532d7fd4bf19f367b7c6c61d5bf7c630,7224eb301162391d025e19beda6c7b04b0a5452e,40,,,OTHER,HISPANIC,MALE,Traffic Violations,No Permit,204,2D,393700,140800,38.935,-77.073,204,2D,393700,140800,38.935,-77.073
Adult,2024,6/19/2024,15,073a0fd505b17cdecf005f875bfcafcfd02ce64e,87e81a4735c14951bd651249e5a918e4093fbe39,39,,,WHITE,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),308,3D,398400,137900,38.909,-77.018,308,3D,398400,137900,38.909,-77.018
Adult,2024,6/19/2024,16,24d4723d875edc74e2b791c7580180058130a44d,f55694683c3e7495ddbcb53e775b68c45c3ac1d7,38,703,7D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,703,7D,400800,132400,38.859,-76.991,703,7D,400800,132400,38.859,-76.991
Adult,2024,6/19/2024,13,30619d0606751d5e93da2d43082b31efb13a7219,b310fc6d688abd18698ef7fa0ba932378432c8f2,37,602,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,305,3D,397600,138500,38.914,-77.028,301,3D,397000,138300,38.912,-77.034
Adult,2024,6/19/2024,18,ea50b4a8712b2c4c40eb61475eca518227de8e9b,6ca47cf617f62ee7fdb0d5d8cadf524571b90812,37,606,6D,BLACK,UNKNOWN,MALE,Release Violations,Fugitive From Justice,502,5D,400000,138900,38.918,-77,502,5D,400000,138900,38.918,-77
Adult,2024,6/19/2024,19,7ff6fb4f265502fac72333534e64e3aaa03c5191,993b58f91eda09aedf4af921a6cb0dddac04352a,36,405,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,405,4D,400200,141700,38.943,-76.997,405,4D,400200,141700,38.943,-76.997
Adult,2024,6/19/2024,17,b05a97e7e4854c9bcf52dd5b66a9fb57906aee61,f1b749d322dbdce91d7553e80a1aa80e7fc1c63a,36,601,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,601,6D,404200,137700,38.907,-76.951,601,6D,404200,137700,38.907,-76.951
Adult,2024,6/19/2024,6,002ef9270a833bdbd2d64294c47027d052e311e6,feef53bad87231a4e08ae52f5699aecd21c76275,35,603,6D,BLACK,NOT HISPANIC,FEMALE,Release Violations,Failure To Appear (USAO),503,5D,402300,138600,38.915,-76.974,102,1D,398400,136200,38.894,-77.019
Adult,2024,6/19/2024,16,34dadcefbcd39c67653e6b0a392233dfa5c57240,3bd2e0aade5985725eec9d1f0ba755fa9ab527d1,35,701,7D,BLACK,UNKNOWN,MALE,Traffic Violations,No Permit,608,6D,405400,135800,38.89,-76.937,608,6D,405400,135800,38.89,-76.937
Adult,2024,6/19/2024,16,9d4880db6daab6066dba8102c5c70bd299a1ccea,c48a19c6c3f81b15f49d8f5d653dc50f0f19d85d,34,603,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,602,6D,405300,136000,38.892,-76.939,602,6D,405300,136000,38.892,-76.939
Adult,2024,6/19/2024,15,073a0fd505b17cdecf005f875bfcafcfd02ce64e,6575fa2baff62c5aac2032034d03b601518c2362,34,301,3D,UNKNOWN,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),308,3D,398400,137900,38.909,-77.018,308,3D,398400,137900,38.909,-77.018
Adult,2024,6/19/2024,21,be76c4a22e412c22fbd973d8f3582062138d9356,75100464c5f0bd9809f7aeb007b0f7d463e6414c,34,708,7D,BLACK,UNKNOWN,MALE,Narcotics,Poss Of A Controlled Substance -misd,707,7D,399800,130500,38.843,-77.002,707,7D,399800,130500,38.843,-77.002
Adult,2024,6/19/2024,2,06df41ff5c946cb182498d0faa6e44bb50e5e135,0ee8c6847a99d117eed89e91d6c22b8fa50d61ba,33,708,7D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,708,7D,399000,128500,38.824,-77.011,708,7D,399300,128300,38.822,-77.008
Adult,2024,6/19/2024,15,0b84d4dd13a1d9dbb539e17cda7b270cf3141318,851e18fc4c6b1aceb8ab7ee9d10be9928a3cf90a,33,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Possess Prohibited Weapon,607,6D,,,38.867,-76.985,607,6D,401700,133200,38.866,-76.98
Adult,2024,6/19/2024,15,073a0fd505b17cdecf005f875bfcafcfd02ce64e,723845c77464b9d7be28fac237c3c1c5fa5d6ec5,33,407,4D,WHITE,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),308,3D,398400,137900,38.909,-77.018,308,3D,398400,137900,38.909,-77.018
Adult,2024,6/19/2024,3,edde9f009fc561028d7a58b1701d7dbf8ef2b28a,71f452a87e3cdcd983cc0465e3366fee82fe23b4,33,,,WHITE,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),207,2D,396400,137300,38.904,-77.042,207,2D,396400,137300,38.904,-77.042
Adult,2024,6/19/2024,11,2eecebc99e6e6c0deca69e905d92f75d7bf694bd,4a10edfcc5b5be4877f86042de0b58067cb4c8d3,32,608,6D,BLACK,UNKNOWN,MALE,Traffic Violations,Permit Suspended-oas,706,7D,400100,129500,38.834,-76.999,706,7D,400100,129500,38.834,-76.999
Adult,2024,6/19/2024,3,edde9f009fc561028d7a58b1701d7dbf8ef2b28a,b2073dc54f8d43738fda8b4f9a30d6ff38c04a23,31,,,WHITE,HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,207,2D,396400,137300,38.904,-77.042,207,2D,396400,137300,38.904,-77.042
Adult,2024,6/19/2024,15,4ad48a6c9aeb4b4ded89d36e552edb7e4c12c1a8,8f81a409d1d53c6b8951a5ee4266fba8fff366ec,31,701,7D,BLACK,NOT HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),105,1D,398900,134300,38.877,-77.013,108,1D,401500,136000,38.892,-76.982
Adult,2024,6/19/2024,10,71db4e19bc16ddb96f583f975e28abb38670f0db,c29402fab31738c52e0ccc2f40d563827d5de09f,30,,,OTHER,HISPANIC,MALE,Traffic Violations,No Permit,101,1D,398500,137000,38.901,-77.018,101,1D,398500,137000,38.901,-77.018
Adult,2024,6/19/2024,10,5738363ba4dc65340eae25bc673972d924b398e8,9395834980e3a4ace342b0374a9dfcba00d0d76a,30,407,4D,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),402,4D,397600,144100,38.965,-77.028,403,4D,397500,143300,38.958,-77.029
Adult,2024,6/19/2024,22,9aa86e69be115b1e5a56aec2fb55becfe4777fbf,5ec59dc5fc8897ecbf4f68f0acc9b7933cc545a9,30,402,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,706,7D,401000,129300,38.832,-76.988,706,7D,401000,129300,38.832,-76.988
Adult,2024,6/19/2024,14,45f070925f460c2a8adfefdca1655105edb9dbfe,16388dc8e9676b59c6e18ba58cc2811d470706a8,29,,,OTHER,UNKNOWN,MALE,Traffic Violations,No Permit,204,2D,393600,140800,38.935,-77.074,204,2D,393600,140800,38.935,-77.074
Adult,2024,6/19/2024,16,3650f13cf2da98a0fd3269cd832e1fc254ad6264,279526c18daa1e8f5c7bd717d1337e254711c122,29,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",603,6D,404300,136200,38.893,-76.951,603,6D,404300,136200,38.893,-76.951
Adult,2024,6/19/2024,13,2e05d972e99a7bfa373734ffee7eda04ae5cf8dd,3cd21a866d7d1bc38d8d340a79288e62a1e77a7f,28,206,2D,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,204,2D,393700,140600,38.933,-77.073,204,2D,393700,140600,38.933,-77.073
Adult,2024,6/19/2024,15,073a0fd505b17cdecf005f875bfcafcfd02ce64e,acda189285e88949870bc977f142d8e99f286a76,28,,,WHITE,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),308,3D,398400,137900,38.909,-77.018,308,3D,398400,137900,38.909,-77.018
Adult,2024,6/19/2024,15,073a0fd505b17cdecf005f875bfcafcfd02ce64e,c8ff008027a3ac32d6131f37d5bffa2a80108e16,28,,,WHITE,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),308,3D,398400,137900,38.909,-77.018,308,3D,398400,137900,38.909,-77.018
Adult,2024,6/19/2024,15,b5b61bb4b6e8087cfd80e2897a24ea82b0c1d5ec,ca28a44a7bdb5ef00e490f97e7c8bad1a9cb4995,27,,,UNKNOWN,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),208,2D,396600,137700,38.907,-77.039,208,2D,396600,137700,38.907,-77.039
Adult,2024,6/19/2024,7,2067fb47d2f36fe2932200e9c605ff530f5c8eb3,6f787064ed92fa8a89a16db83ccb635627566c04,27,,,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,305,3D,397300,138700,38.916,-77.032,305,3D,397300,138700,38.916,-77.032
Adult,2024,6/19/2024,14,5e19ad6df13238bfbfba69708495c6bd1e044339,c8e70336b0ba87ef807d8e9668ee81639e2585b9,27,602,6D,BLACK,UNKNOWN,MALE,Narcotics,Distribution Of A Controlled Substance,506,5D,401300,138000,38.91,-76.985,506,5D,401300,138000,38.91,-76.985
Adult,2024,6/19/2024,15,28a9246c4bd2319806889cc46d59d31142ba6daf,7db032a2864dd0ba6265e302ceb1885086375092,27,,,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of Marijuana-misd,,,402400,131100,38.847,-76.973,704,7D,402400,131100,38.847,-76.973
Adult,2024,6/19/2024,16,9135dea4d434bd6f59cdd7e35e710d9c37dc85ea,edf622e21e8f8d3d9740efeaae2004c4fc7f9a83,26,608,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,608,6D,407300,136500,38.897,-76.916,608,6D,407300,136500,38.897,-76.916
Adult,2024,6/19/2024,12,ac7f6f2be18d2265d3da21a37959dfef6d7ec22b,ab00d6578f34d3a175942b9253e98bc732072821,26,501,5D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,501,5D,400300,137900,38.909,-76.997,501,5D,400300,137900,38.909,-76.997
Adult,2024,6/19/2024,22,e9d75fd42694167535f865fc9c75848da391ae10,e1176e70781e914887641a618db0ae717436a93a,26,,,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,501,5D,399900,137700,38.907,-77.001,501,5D,399900,137700,38.907,-77.001
Adult,2024,6/19/2024,12,f49dcfe6fd5bb233fdba4a4dbeb8227f14d7e9bc,89014fd5ff28d44037265c632aa89249cd6583ff,25,502,5D,BLACK,NOT HISPANIC,MALE,Weapon Violations,CPWOL Outside Home or Business (Prior Felony) in violation of 2nd Emergency Act of 2014 Act 20-0564,502,5D,400000,139200,38.92,-77,502,5D,400000,139200,38.92,-77
Adult,2024,6/19/2024,7,155b1780bcbac2ab5db92da315c50f1a8e83f673,f687d5bacfd5f8a2055dbec9bf7e54893ab3ac61,24,,,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,108,1D,400200,136200,38.894,-76.997,108,1D,400300,136200,38.894,-76.996
Adult,2024,6/19/2024,15,8fcf4aad35e59ebabec6943d8c2083405c3f37a4,cee1af3e42a77c8cb502a2825af7448a46a85474,24,602,6D,BLACK,UNKNOWN,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",603,6D,405000,136100,38.893,-76.942,603,6D,405000,136100,38.893,-76.942
Adult,2024,6/19/2024,11,3fe18ef840536743412d05449cbd09d2bad751fc,c74c6cdf8f7766ff0222a7094a96b5a8da300e9c,24,105,1D,BLACK,NOT HISPANIC,FEMALE,Theft,Theft (Second Degree),106,1D,399700,134300,38.877,-77.004,106,1D,399700,134300,38.877,-77.004
Adult,2024,6/19/2024,13,ec1f985a7ed4d18a53c91df64042129efc2c3d85,b70de95b7bd7974fb374bf0f99aa9c2deb5aee32,24,504,5D,WHITE,NOT HISPANIC,FEMALE,Damage to Property,Destruction Of Property - Misd,405,4D,398900,139800,38.926,-77.012,106,1D,399500,134600,38.879,-77.006
Adult,2024,6/19/2024,18,822a0ef49dd290e7fc472a8272b4f605a9b4bfac,07783ca21425715d63408bf3a4bbb1ee4329958d,23,708,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,708,7D,399800,129300,38.831,-77.002,708,7D,399800,129300,38.831,-77.002
Adult,2024,6/19/2024,11,3fe18ef840536743412d05449cbd09d2bad751fc,f17b473ff960f1e9792729aa7aa9370ff1c9415f,23,705,7D,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),106,1D,399700,134400,38.878,-77.004,106,1D,399700,134300,38.877,-77.004
Adult,2024,6/19/2024,17,57a38468326aa514d55932d089e538b4ed56358f,f30905e82105fd0e55b59d4d3456e1d38b1790c0,23,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,605,6D,404800,133500,38.869,-76.945,605,6D,404800,133500,38.869,-76.945
Adult,2024,6/19/2024,13,95cc1cbf51045124e4b0f13256c3d8c5faf0b1e7,b3952562bc33a40b7e7f6a038e46bcd7c023e0ad,22,605,6D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,702,7D,402000,132100,38.857,-76.977,702,7D,402000,132100,38.857,-76.977
Adult,2024,6/19/2024,9,a291bc90df823bfa35c2799e0e2be05406c90f26,cf605bd1c4588a623513e42a8e9a4c6f13aaa4ed,22,507,5D,OTHER,NOT HISPANIC,MALE,Simple Assault,Simple Assault,507,5D,401700,137100,38.902,-76.981,507,5D,401700,137100,38.902,-76.981
Adult,2024,6/19/2024,12,0a6731fa79a02e0f9c3024d534b840b1cfa96470,47b22393d09f7e6c8118adab66cb0960d568f3b9,22,705,7D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,705,7D,400300,130100,38.838,-76.997,705,7D,400300,130100,38.838,-76.997
Adult,2024,6/19/2024,20,5d56bf0e598b2734b842cebb4205ca227ff48b5b,c6032871153dc495290ef488e968ed41ad2145fe,21,606,6D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,705,7D,401200,130500,38.843,-76.986,705,7D,400600,130400,38.841,-76.993
Adult,2024,6/19/2024,20,8bf25a48ae5c790fbafb9fab7950a97a652a7d86,cd667a725316c4f8deb80514004b3f66e9924c55,21,603,6D,BLACK,NOT HISPANIC,MALE,Sex Abuse,First Degree Sexual Abuse,301,3D,396700,138900,38.918,-77.038,301,3D,396700,138900,38.918,-77.038
Adult,2024,6/19/2024,11,5bb00d2f0b2b7528ade2ca4c040f44c55b9504fe,8af5545ce18c0199ce4be5bf8ce6bd90e45e3e91,21,,,OTHER,HISPANIC,MALE,Traffic Violations,No Permit,104,1D,398200,136600,38.897,-77.021,101,1D,398200,136600,38.897,-77.021
Adult,2024,6/19/2024,21,d728295c440539bd04254c1ca8d8319589f8dd86,d1720f6c49123192cb605a41c58358a286905a6c,20,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,301,3D,397200,138600,38.916,-77.032,301,3D,397200,138800,38.917,-77.032
Adult,2024,6/19/2024,21,101080e52113f87129a9f7deac903f6616ef91c1,dc5a580e04f9770ed32acf22353bedd02ba7d130,20,403,4D,BLACK,NOT HISPANIC,MALE,Property Crimes,Unlawful Entry Of A Motor Vehicle,304,3D,397400,139700,38.925,-77.03,304,3D,397400,139700,38.925,-77.03
Adult,2024,6/19/2024,21,d728295c440539bd04254c1ca8d8319589f8dd86,fb72e0eb6d217c4573c9ff1912c0c33bcdd978d6,20,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,301,3D,397200,138800,38.917,-77.032,301,3D,397200,138800,38.917,-77.032
Adult,2024,6/19/2024,13,cc09d8609ec3af005335eae1b170f26e5f9772ad,0af7d905eb94ecc98036bbbe959d505767546c55,19,,,UNKNOWN,HISPANIC,FEMALE,Release Violations,Fugitive From Justice,102,1D,398400,136200,38.894,-77.019,102,1D,398400,136200,38.894,-77.019
Adult,2024,6/19/2024,2,c25a6ffb447534d759f37293bca6c188be32f5a8,a3a8a39a5e4cee1c6c87c7a098b442304ed3eb17,18,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,708,7D,399300,128300,38.822,-77.008,708,7D,399000,128500,38.824,-77.011
Adult,2024,6/20/2024,5,a7579c31ca975a7e80698fc31bf656075c30f7e4,82ecde97632cc033d0061abdc93440d63f5b1477,63,,,WHITE,NOT HISPANIC,MALE,Sex Offenses,Second Degree Child Sex Abuse (F),608,6D,406100,136900,38.9,-76.93,405,4D,398800,140000,38.928,-77.014
Adult,2024,6/20/2024,15,2e69613ee36f47f91b972f798da31f66b1b022af,68a1f53338f8d7ae8ac3b003dd56bb5473600fc9,60,,,BLACK,UNKNOWN,MALE,Traffic Violations,No Permit,602,6D,405800,136300,38.894,-76.933,602,6D,405800,136300,38.894,-76.933
Adult,2024,6/20/2024,11,8c5be0c103dd205b5ee0ddc39f9366f925ca34dc,f6aaac0f461d8baaa14f0dfee707eecc6fe21f47,58,406,4D,BLACK,NOT HISPANIC,MALE,Release Violations,Bench Warrant,405,4D,398800,140100,38.929,-77.014,102,1D,398400,136200,38.894,-77.019
Adult,2024,6/20/2024,16,3265f4bc31e7acd0d47e40bc6c1aee54bee32f13,443043089cdba1b23dcbf90a196d20501479f214,57,704,7D,BLACK,UNKNOWN,MALE,Traffic Violations,No Permit,107,1D,401000,135100,38.884,-76.988,106,1D,401000,134800,38.881,-76.988
Adult,2024,6/20/2024,15,e51c889a271037d25bd50e2fd3d745a4e9cc4781,854ad615c5e7b8fd9726071c7235a130ba1739e6,54,,,BLACK,NOT HISPANIC,MALE,Offenses Against Family & Children,"Lewd, Indecent, Or Obscene Acts (disorderly Conduct)",305,3D,397700,138800,38.917,-77.026,305,3D,397700,138800,38.917,-77.026
Adult,2024,6/20/2024,23,83ef4409ac4ed6cda71374fccea1444de56c415d,65c4cfd2c61393f6a1a98eb2b177aa0239a5691f,51,503,5D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,503,5D,403400,140000,38.928,-76.961,503,5D,403400,140000,38.928,-76.961
Adult,2024,6/20/2024,1,9484db42f9e415a5eb93133a3a598f6d583d2815,dac967af8443ed272789ade46575f14713e97431,49,,,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),502,5D,399400,138800,38.917,-77.007,502,5D,399400,138800,38.917,-77.007
Adult,2024,6/20/2024,8,53d33469eb5b6cc20a79ce27075aed070d6085d9,143da21985e6d983672f4c1185cf66b7cead62bc,47,,,BLACK,UNKNOWN,MALE,Traffic Violations,Leaving After Colliding- Property Damage,,,402400,131100,38.847,-76.973,Unk,Unk,402400,131100,38.847,-76.973
Adult,2024,6/20/2024,14,9b64f67fec8a7ba148bd581447146dde6988a815,545a6ef34b15d5c6de85ba8b0e97d53a9aef128f,46,502,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,507,5D,401700,137100,38.902,-76.98,507,5D,401700,137100,38.902,-76.98
Adult,2024,6/20/2024,13,7551b0fb78c441596af6eb42e59be5d40f50f5be,e292a2a7ee4d399b1ed11e60889e4f0ed8ebc462,45,407,4D,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),302,3D,397200,140000,38.928,-77.032,302,3D,397200,140000,38.928,-77.032
Adult,2024,6/20/2024,10,85291c9ad4036bcb46463502efa0c9482ea8cc14,fc4143ee958da9182652e7ca97e427cc70253d86,44,307,3D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,303,3D,396800,139400,38.923,-77.037,303,3D,396800,139400,38.923,-77.037
Adult,2024,6/20/2024,11,4d714e775c5e8f4328d88ffe47d0406bb85deb40,45033365f8c27905b920465269d2cd27be9223ca,42,,,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,702,7D,402700,132500,38.86,-76.969,702,7D,402700,132500,38.86,-76.969
Adult,2024,6/20/2024,17,35053b796e4957a8c4522b0594baebed9fc1ec06,a392dc68fb6651a8b81c59ca3fe13c7919e94393,42,302,3D,BLACK,NOT HISPANIC,MALE,Disorderly Conduct,Disorderly Conduct - Cause Unreason Fear (disorderly Conduct),302,3D,396800,140100,38.929,-77.037,302,3D,396600,140100,38.929,-77.039
Adult,2024,6/20/2024,18,a85439ba90a78816aa57d3c03584c92e029f9c58,8e34d6515090c33799ed6058d5acb5cfddcdca26,41,605,6D,BLACK,UNKNOWN,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,304,3D,397400,139700,38.925,-77.03,304,3D,397400,139700,38.925,-77.03
Adult,2024,6/20/2024,16,18777e2b6ec80e873c429cb7a49b6ced061b3880,49d1cf191638629633800967d3d934d298c0fbd9,41,607,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Counterfeit Tags,603,6D,404600,136100,38.893,-76.947,603,6D,404600,136100,38.893,-76.947
Adult,2024,6/20/2024,2,0c5d6191a3e4d59264bced9d42de2ca59191de66,4cf313c16679e8ecb3bc508a9c92ad42684b4a74,41,604,6D,BLACK,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,108,1D,400500,136300,38.895,-76.994,108,1D,400500,136300,38.895,-76.994
Adult,2024,6/20/2024,18,db6d85819554daaf6b4e61620c57951ab6f854a0,01b9cccd712f2c1334ae595c06b1f35e3634a40e,39,,,BLACK,NOT HISPANIC,MALE,Robbery,Carjacking,409,4D,398000,140100,38.929,-77.024,409,4D,398000,140000,38.928,-77.023
Adult,2024,6/20/2024,9,834b74709cf1367ccb5fc667227a83cd38935457,0ae39f6ce7b4aaad633237ed41bd6b68df2371d7,39,604,6D,BLACK,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,608,6D,406100,136900,38.9,-76.93,604,6D,407000,135300,38.885,-76.92
Adult,2024,6/20/2024,17,5f2eae88bf661fb80724d65ae0afe26e46f79d47,2633504ab82ee41c28797dad200b75fd2d97ac03,39,306,3D,BLACK,UNKNOWN,MALE,Property Crimes,Receiving Stolen Property,306,3D,398100,138500,38.914,-77.022,306,3D,398100,138500,38.914,-77.022
Adult,2024,6/20/2024,18,f287d65209cbe508584282f4fcab5d55dd6fbbdd,160330f68d96273862d71d06907eb33051513d57,39,603,6D,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of Open Container Of Alcohol - Vehicle,607,6D,401400,133200,38.867,-76.984,607,6D,401400,133200,38.867,-76.984
Adult,2024,6/20/2024,15,92eb06711646dbab07abcc2c292a1e0c49cfdcc6,690ce8fbba2ebf0e1a66b197fffba124aff645c9,38,,,BLACK,UNKNOWN,MALE,Traffic Violations,No Permit,602,6D,405800,137300,38.904,-76.934,602,6D,405700,137200,38.903,-76.934
Adult,2024,6/20/2024,22,f2dc7b1c70d604b176c2310eb7e45a2061b0ef26,0c1f29db0454145a7a46edc308de66d91eafa750,38,,,BLACK,NOT HISPANIC,FEMALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,702,7D,403000,131700,38.853,-76.965,702,7D,403000,131700,38.853,-76.965
Adult,2024,6/20/2024,13,031d630a5248459e8b6b22aeaf65baa03c5ae24e,0c5fbe635b5aff5a91f6b438939e8e1ab2953b65,37,604,6D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,506,5D,,,38.916,-76.982,603,6D,404100,135700,38.889,-76.952
Adult,2024,6/20/2024,19,eb007cfecc25717f60eff363dc1151f31bd63a7a,bfc397318df28d6d423c71ee6a3f1b89c8771d75,37,607,6D,OTHER,HISPANIC,MALE,Traffic Violations,No Permit,607,6D,401400,133200,38.867,-76.984,607,6D,401400,133200,38.867,-76.984
Adult,2024,6/20/2024,16,57c5c5af8fdec7e4c3115ca190c1efe874d06d1a,00134e16980f177147cb4ce09a843afde545f341,37,104,1D,BLACK,NOT HISPANIC,FEMALE,Theft,Theft (Second Degree),507,5D,401600,137000,38.901,-76.982,507,5D,401600,137000,38.901,-76.982
Adult,2024,6/20/2024,16,4b9e0391af8273d1f9601d4ea2603cac727ebd9b,d882842112dd6f07b786e45b28ff44c912dae683,37,607,6D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,No Permit,602,6D,405600,137000,38.9,-76.936,602,6D,405600,137000,38.9,-76.936
Adult,2024,6/20/2024,0,d29cafa5d153ae08c698d373e30a9b171f6bdd39,cb4a25edc038a3aa9422f252fb79f1c6cb1b38d2,36,502,5D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,501,5D,400500,138000,38.909,-76.994,501,5D,400500,138000,38.909,-76.994
Adult,2024,6/20/2024,10,52d5ecfb58b3bee40ef73cb887b32018d938a750,32f3817ad7f4c94a808f1476fcb0df3334443a52,36,,,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,701,7D,402300,132600,38.861,-76.973,701,7D,402300,132600,38.861,-76.973
Adult,2024,6/20/2024,17,326c0c53b8b952b036839b7f8f9f9241f7c71343,defa7ead9f49e2be1cbf14d53a61c7e33c85a325,36,708,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,603,6D,403900,135800,38.89,-76.955,603,6D,403900,135800,38.89,-76.955
